"Outcome","HomeTeam","AwayTeam","month","year","GamesPlayedHome","GamesWonHome","GamesLostHome","GamesDrawnHome","LongestWinningStreakHome","LongestLosingStreak Home","TeamsPlayedHome","TeamsBeatenHome","TeamsBeatenByHome","TeamsDrawnWithHome","GroundsPlayedAtHome","LargestPointsForHome","LargestPointsAgainstHome","LargestWinningMarginHome","LargestLosingMarginHome","TotalPointsForHome","AvgPointsForHome","TotalPointsAgainstHome","AvgPointsAgainstHome","TotalPointsDifferenceHome","AvgPointsDifferenceHome","RankHome","RankScoreHome","RankChangeHome","GamesPlayedAway","GamesWon Away","GamesLostAway","GamesDrawnAway","LongestWinning StreakAway","LongestLosingStreakAway","TeamsPlayedAway","TeamsBeatenAway","TeamsBeatenByAway","TeamsDrawnWithAway","GroundsPlayedAtAway","LargestPointsForAway","LargestPointsAgainstAway","LargestWinningMarginAway","LargestLosingMarginAway","TotalPointsForAway","AvgPointsForAway","TotalPointsAgainstAway","AvgPointsAgainstAway","TotalPointsDifferenceAway","AvgPointsDifferenceAway","RankAway","RankScoreAway","RankChangeAway"
"1742","win","England","Scotland",2,2013,586.413131657758,314.863868986694,229.900602752189,41.6486599188749,9.99567838052997,5.83081238864248,18.3254103643049,18.3254103643049,8.32973198377497,6.66378558701998,69.9697486637098,111.618408582585,63.3059630766898,111.618408582585,-63.3059630766898,9986.51567534781,14.1855335683688,7590.05178361576,10.7786731870048,2396.46389173206,3.40686038136396,3.33189279350999,70.8360407900224,0.832973198377497,550.595284127526,229.900602752189,293.206565828879,27.4881155464574,4.99783919026498,14.1605443724175,19.9913567610599,19.1583835626824,12.4945979756625,5.83081238864248,56.6421774896698,83.2973198377497,61.6400166799348,76.6335342507298,-48.3124455058948,7551.73501649039,11.4283922817393,8286.41737745934,12.5362466355813,-734.682360968953,-1.10785435384207,8.32973198377497,63.2060062928845,0
"3671","loose","Wales","Ireland",2,2013,567.254748095076,292.373592630502,251.557905910004,23.3232495545699,9.16270518215247,9.16270518215247,19.9913567610599,19.9913567610599,12.4945979756625,6.66378558701998,69.1367754653323,84.9632662345047,79.9654270442397,81.6313734409947,-69.1367754653323,9609.17881648281,14.1105659805148,8555.46772053527,12.5612358315327,1053.71109594753,1.54933014898214,4.99783919026498,70.4945217786876,0,543.931498540506,234.065468744077,284.876833845104,24.9891959513249,8.32973198377497,9.16270518215247,19.1583835626824,17.4924371659274,10.8286515789075,6.66378558701998,69.1367754653323,69.1367754653323,54.9762310929148,66.6378558701998,-49.9783919026498,7769.97399446529,11.8948572728307,7745.81777171235,11.8615383448956,24.1562227529474,0.0333189279350999,1.66594639675499,70.3029379430608,0
"2809","win","Italy","France",2,2013,335.726392205921,140.788487054096,186.607225444482,8.33067970734296,8.33067970734296,10.8298836195458,33.3227188293718,27.4912430342318,22.492835209826,6.66454376587437,121.627923727207,86.6390689563668,84.1398650441639,79.9745251904924,-84.1398650441639,6015.58381667235,14.9285780355586,7380.98222070586,18.3191646764472,-1365.39840403351,-3.39058664088859,13.3290875317487,58.7562839758899,0,600.642006899428,333.227188293718,240.756643542212,26.6581750634975,9.16374767807726,14.9952234732173,24.9920391220289,23.3259031805603,13.3290875317487,7.49761173660867,102.467360400318,82.4737291026953,50.8171462147921,76.6422533075553,-42.4864665074491,11111.460593654,15.4117574585845,8868.84161643732,12.3044139277456,2242.61897721673,3.10734353083892,5.83147579514007,67.5784737859661,0
"2445","loose","France","Wales",2,2013,600.642006899428,333.227188293718,240.756643542212,26.6581750634975,9.16374767807726,14.9952234732173,24.9920391220289,23.3259031805603,13.3290875317487,7.49761173660867,102.467360400318,82.4737291026953,50.8171462147921,76.6422533075553,-42.4864665074491,11111.460593654,15.4117574585845,8868.84161643732,12.3044139277456,2242.61897721673,3.10734353083892,5.83147579514007,67.5784737859661,0,567.319288070056,292.406857727738,251.586527161757,23.3259031805603,9.16374767807726,9.16374767807726,19.9936312976231,19.9936312976231,12.4960195610144,6.66454376587437,69.1446415709466,84.9729330148982,79.9745251904924,81.640661131961,-69.1446415709466,9610.27211039084,14.112171424239,8556.44112741196,12.5626649986732,1053.83098297888,1.54950642556579,4.99840782440578,70.5025423632435,0
"4173","win","Scotland","Italy",2,2013,550.65792865537,229.926759922666,293.239925698472,27.4912430342318,4.99840782440578,14.162155502483,19.9936312976231,19.1605633268888,12.4960195610144,5.83147579514007,56.6486220099321,83.3067970734296,61.6470298343379,76.6422533075553,-48.3179423025892,7552.59422267713,11.4296925584745,8287.36017286478,12.5376729595512,-734.765950187649,-1.10798040107661,8.33067970734296,63.2131976193184,0,335.726392205921,140.788487054096,186.607225444482,8.33067970734296,8.33067970734296,10.8298836195458,33.3227188293718,27.4912430342318,22.492835209826,6.66454376587437,121.627923727207,86.6390689563668,84.1398650441639,79.9745251904924,-84.1398650441639,6015.58381667235,14.9285780355586,7380.98222070586,18.3191646764472,-1365.39840403351,-3.39058664088859,13.3290875317487,58.7562839758899,0
"2125","loose","Ireland","England",2,2013,543.993384889495,234.092099776337,284.909245991129,24.9920391220289,8.33067970734296,9.16374767807726,19.1605633268888,17.4944273854202,10.8298836195458,6.66454376587437,69.1446415709466,69.1446415709466,54.9824860684635,66.6454376587437,-49.9840782440578,7770.85803100951,11.8962106220857,7746.69905985822,11.8628879032564,24.1589711512946,0.0333227188293719,1.66613594146859,70.3109367299746,0,586.479851396944,314.899692937564,229.926759922666,41.6533985367148,9.99681564881155,5.83147579514007,18.3274953561545,18.3274953561545,8.33067970734296,6.66454376587437,69.9777095416809,111.631108078396,63.3131657758065,111.631108078396,-63.3131657758065,9987.65190113348,14.1871475416051,7590.91534933091,10.7798995413018,2396.73655180257,3.40724800030327,3.33227188293718,70.8441002312446,0.833067970734296
"1741","win","England","France",2,2013,586.546571136131,314.935516888434,229.952917093142,41.6581371545548,9.99795291709314,5.83213920163767,18.3295803480041,18.3295803480041,8.33162743091095,6.66530194472876,69.985670419652,111.643807574207,63.3203684749232,111.643807574207,-63.3203684749232,9988.78812691914,14.1887615148414,7591.77891504606,10.7811258955988,2397.00921187308,3.40763561924258,3.33265097236438,70.8521596724667,0.833162743091095,600.71033776868,333.265097236438,240.784032753326,26.661207778915,9.16479017400205,14.9969293756397,24.9948822927329,23.3285568065507,13.3306038894575,7.49846468781986,102.479017400205,82.4831115660184,50.8229273285568,76.6509723643807,-42.4912998976459,11112.724667349,15.4135107471853,8869.8505629478,12.3058137154555,2242.87410440123,3.10769703172978,5.83213920163767,67.5861617195497,0
"3975","loose","Italy","Wales",2,2013,335.772224117669,140.807706888055,186.63270025399,8.33181697562455,8.33181697562455,10.8313620683119,33.3272679024982,27.494996019561,22.4959058341863,6.66545358049964,121.644527844118,86.6508965464953,84.1513514538079,79.9854429659957,-84.1513514538079,6016.40503809849,14.9306160203192,7381.98984040335,18.3216655293984,-1365.58480230486,-3.39104950907919,13.3309071609993,58.76430512908,0,567.396736040032,292.446775844422,251.620872663861,23.3290875317487,9.16499867318701,9.16499867318701,19.9963607414989,19.9963607414989,12.4977254634368,6.66545358049964,69.1540808976838,84.9845331513704,79.9854429659957,81.6518063611206,-69.1540808976838,9611.58406308048,14.114097956708,8557.60921566398,12.5643799992418,1053.97484741651,1.54971795746617,4.99909018537473,70.5121670647106,0
"3670","win","Scotland","Ireland",2,2013,550.833333333333,230,293.333333333333,27.5,5,14.1666666666667,20,19.1666666666667,12.5,5.83333333333333,56.6666666666667,83.3333333333333,61.6666666666667,76.6666666666667,-48.3333333333333,7555,11.4333333333333,8290,12.5416666666667,-735,-1.10833333333333,8.33333333333333,63.2333333333333,0,544.166666666667,234.166666666667,285,25,8.33333333333333,9.16666666666667,19.1666666666667,17.5,10.8333333333333,6.66666666666667,69.1666666666667,69.1666666666667,55,66.6666666666667,-50,7773.33333333333,11.9,7749.16666666667,11.8666666666667,24.1666666666667,0.0333333333333333,1.66666666666667,70.3333333333333,0
"4786","loose","Scotland","Wales",3,2013,550.833333333333,230,293.333333333333,27.5,5,14.1666666666667,20,19.1666666666667,12.5,5.83333333333333,56.6666666666667,83.3333333333333,61.6666666666667,76.6666666666667,-48.3333333333333,7555,11.4333333333333,8290,12.5416666666667,-735,-1.10833333333333,8.33333333333333,63.2333333333333,0,567.5,292.5,251.666666666667,23.3333333333333,9.16666666666667,9.16666666666667,20,20,12.5,6.66666666666667,69.1666666666667,85,80,81.6666666666667,-69.1666666666667,9613.33333333333,14.1166666666667,8559.16666666667,12.5666666666667,1054.16666666667,1.55,5,70.525,0
